Transaction ID,Transaction Providing Organization Name,Transaction Providing Organization Id,Transaction Providing Organization Type,Transaction Providing Organization Country,Transaction Receiving Organization Name,Transaction Receiving Organization Id,Transaction Receiving Organization Type,Transaction Receiving Organization Country,Transaction Date,Transaction USD Amount,Transaction Disbursement Channel,Transaction Type,Transaction Description,Transaction Finance Type,Transaction Data Source,Transaction Data Source Url,Transaction Cluster,Transaction District,Transaction External Id Owner,Transaction External Id,Project Id,Project Title,Project Description,Project Result Description,Project Status,Project Planned Start Date,Project Planned End Date,Project Actual Start Date,Project Actual End Date,Project Total Original USD Budget,Project Funding Organization ID,Project Funding Organization Name,Project Implementing Organization ID,Project Implementing Organization Name,Project General Enquires Contact Organization,Project General Enquires Contact Department,Project General Enquires Contact Person,Project General Enquires Contact Job Title,Project General Enquires Contact Telephone,Project General Enquires Contact Emails,Project General Enquires Contact Websites,Project Cluster,Project Districts,Project Document Title,Project Document Url,Project External ID Owner,Project External ID,Project Record Data Source Name,Project Record Data Source Url
23993,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,31153,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23994,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,67945,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23995,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,2844,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23996,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,20867,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23997,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,202121,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23998,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,30912,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23999,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,27236,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24000,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,22361,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24001,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,54616,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24002,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,108497,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24003,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,12586,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24004,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,98571,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24005,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,80243,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24006,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,113091,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24007,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/01/1970 00:00,51575,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24008,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,12/07/2015 00:00,34414,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24009,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,12/07/2015 00:00,144041,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24010,NCC Bank,16787,Private Sector,Nepal,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,28/07/2015 00:00,1369,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24011,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,02/07/2015 00:00,8777,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24012,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,20/07/2015 00:00,104384,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24013,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,20/07/2015 00:00,346415,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24014,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,20/07/2015 00:00,498258,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24015,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,21/07/2015 00:00,796847,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24016,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,28/07/2015 00:00,81696,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24017,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,30/07/2015 00:00,100345,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24018,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,07/07/2015 00:00,101601,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24019,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,07/07/2015 00:00,28683,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24020,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,10/06/2015 00:00,98303,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24021,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,10/06/2015 00:00,515413,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24022,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,11/06/2015 00:00,1004916,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24023,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,11/06/2015 00:00,94749,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24024,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,11/06/2015 00:00,33299,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24025,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,11/06/2015 00:00,1004916,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24026,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,12/06/2015 00:00,161970,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24027,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,12/06/2015 00:00,101342,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24028,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,12/06/2015 00:00,16825,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24029,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,18/06/2015 00:00,153978,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24030,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,19/06/2015 00:00,23477,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24031,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,20/06/2015 00:00,248406,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24032,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,20/06/2015 00:00,504771,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24033,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,20/06/2015 00:00,21290,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24034,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,20/06/2015 00:00,15904,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24035,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,20/06/2015 00:00,23094,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24036,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,21/06/2015 00:00,102041,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24037,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,21/06/2015 00:00,279510,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24038,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,22/06/2015 00:00,822179,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24039,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,23/06/2015 00:00,1830,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24040,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,25/06/2015 00:00,979606,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24041,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,25/06/2015 00:00,152562,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24042,Nabil Bank Limited,16786,Private Sector,Nepal,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,01/06/2015 00:00,493,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24043,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,25/06/2015 00:00,102245,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24044,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,29/06/2015 00:00,70595,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24045,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,29/06/2015 00:00,98764,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24046,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,04/06/2015 00:00,319091,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24047,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,04/06/2015 00:00,115764,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24048,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,05/06/2015 00:00,6999,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24049,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,08/06/2015 00:00,10077,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24050,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,09/06/2015 00:00,1454282,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24051,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,10/05/2015 00:00,156857,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24052,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,10/05/2015 00:00,24246,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24053,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,12/05/2015 00:00,154562,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24054,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,14/05/2015 00:00,97257,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24055,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,15/05/2015 00:00,34564,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24056,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,17/05/2015 00:00,96571,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24057,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,18/05/2015 00:00,50271,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24058,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,18/05/2015 00:00,401795,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24059,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,18/05/2015 00:00,34276,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24060,Embassy of Nepal,16439,Individual,Not available,Prime Minister's Disaster Relief Fund,14933,Government,Nepal,19/05/2015 00:00,149498,Cash,Disbursement,,Grant,Prime Minister's Disaster Relief Fund,http://pmrelief.opmcm.gov.np/contributors.aspx,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
